IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
4047452.0,0.0,0.4,D,4.0,9.0,43.0,50.0,B1,Regular,998.3625,R53
2023353.6,0.0,0.28,D,6.0,11.0,61.0,50.0,B2,Diesel,507.80994,R93
169522.81,0.0,1.0,C,4.0,0.0,35.83955,50.0,B12,Diesel,151.65239,R91
24818.662,0.0,0.08,E,7.0,17.0,47.0,50.0,B11,Regular,3019.1265,R82
4085210.0,0.0,0.22496484,A,4.0,17.0,46.0,50.0,B2,Regular,10.0,R26
3117445.2,0.0,0.03,E,7.0,9.0,28.0,72.0,B2,Regular,4348.0,R31
2133432.8,0.0,0.34,C,8.0,3.0,43.898697,57.0,B2,Diesel,98.08194,R72
174693.17,0.0,0.14,C,5.0,9.0,59.0,50.0,B5,Regular,208.55064,R93
3238285.5,0.0,0.05,D,6.0,11.0,23.0,100.0,B4,Regular,1479.6328,R11
4156898.8,0.0,1.0,C,7.0,8.0,52.0,50.0,B4,Diesel,221.31506,R11
2222839.5,0.0,0.7,E,6.0,5.0,43.0,76.0,B1,Diesel,3385.701,R11
1019306.5,1.0,0.4589531,A,5.0,0.0,60.0,50.0,B12,Regular,44.0,R11
1184832.9,0.0,0.5274233,A,5.0,1.0,46.0,80.0,B12,Regular,49.0,R11
3016316.0,0.0,1.0,B,5.0,7.0,34.0,76.0,B1,Diesel,70.9103,R24
1196040.5,0.0,0.87,A,5.0,1.0,51.0,50.0,B1,Diesel,13.0,R73
2068239.8,0.0,0.150656,D,5.0,0.0,36.0,64.0,B12,Regular,625.5052,R82
54783.07,0.0,1.0,C,5.0,3.0,32.0,50.0,B1,Regular,198.61604,R24
1001301.25,0.0,1.0,D,7.0,2.0,73.0,80.0,B2,Diesel,983.0,R93
3211250.0,0.0,0.89126724,B,4.0,6.0,35.251926,72.0,B2,Regular,50.518166,R72
3189892.2,0.0,0.62,A,9.0,3.0,43.032642,50.0,B12,Regular,35.994205,R91
1117527.4,0.0,1.0,A,7.0,6.0,46.0,50.0,B1,Diesel,14.0,R24
2280523.8,0.0,0.49,E,4.0,11.0,33.0,80.0,B2,Diesel,4348.0,R82
31343.215,1.0,1.0,D,6.0,15.0,39.0,50.0,B4,Diesel,858.78406,R24
148733.73,0.0,0.8594867,B,4.0,16.732576,28.929575,90.0,B2,Regular,57.0,R26
5033239.0,0.0,0.07,E,5.0,15.0,42.0,50.0,B2,Diesel,2733.0,R26
2126983.5,0.0,0.62,D,4.0,6.0,59.0,85.0,B1,Diesel,1313.0,R91
3154290.2,0.0,1.0,C,6.0,11.0,45.0,50.0,B1,Diesel,380.0476,R93
3003760.8,0.0,0.06,D,8.0,20.0,31.721579,50.0,B2,Regular,1225.3542,R73
6087524.0,0.0,0.08,F,7.0,0.0,71.0,50.0,B12,Regular,27000.0,R11
3077675.0,0.0,0.08,D,9.0,1.0,59.0,50.0,B12,Diesel,1313.0,R74
1106692.1,0.0,0.75,E,4.0,7.0,32.0,50.0,B2,Regular,5623.28,R93
2285852.8,0.0,0.50945234,D,7.0,15.53947,59.0,80.0,B10,Diesel,1474.0083,R72
3049559.0,0.0,1.0,C,5.0,11.0,61.0,50.0,B3,Regular,388.0,R53
164635.47,0.0,1.0,D,4.0,3.0,62.220848,50.0,B5,Regular,1313.8601,R31
6103385.5,0.0,0.3083284,C,4.0,1.0,26.0,131.80125,B12,Regular,298.0,R26
3177396.8,0.0,1.0,B,5.0,15.0,36.0,50.0,B3,Regular,63.169357,R73
5019122.5,0.0,0.13,C,4.0,0.0,40.0,50.0,B12,Regular,182.0,R93
4165437.0,0.0,1.0,F,5.0,13.0,56.0,57.0,B2,Regular,9613.097,R11
1180876.8,0.0,1.0,E,10.0,14.0,44.0,68.0,B4,Regular,5468.821,R82
4010204.0,0.0,1.0,C,4.0,4.9691725,64.0,50.0,B1,Regular,269.0,R24
2283079.8,0.0,0.13,D,6.0,11.0,76.0,50.0,B2,Regular,1313.0,R73
2156225.8,0.0,0.5,A,5.0,2.0,60.35285,50.0,B4,Diesel,10.0,R24
3182469.0,0.0,0.49,E,7.0,19.0,29.0,95.0,B4,Regular,1825.4993,R31
3232080.5,0.0,0.24,D,6.0,16.0,23.999159,95.0,B2,Diesel,1002.0519,R53
4124729.0,0.0,1.0,C,6.0,10.0,34.0,50.0,B2,Diesel,409.58807,R52
1001306.3,1.0,1.0,C,8.0,9.0,68.0,50.0,B2,Regular,364.0465,R53
2221655.5,0.0,0.56,E,7.0,0.0,34.0,50.0,B12,Diesel,3708.0,R24
147871.66,0.0,0.24,A,5.0,4.0,38.0,80.0,B12,Regular,48.0,R24
4049847.8,0.0,0.1,E,4.0,6.0,34.0,63.0,B12,Diesel,3744.0,R11
57882.793,0.0,0.012697874,A,5.0,4.0,24.0,100.0,B1,Diesel,31.475985,R24
3251387.0,0.0,1.0,B,10.0,10.0,36.0,50.0,B2,Diesel,66.0,R82
6009598.0,0.0,0.49,E,4.0,1.0,52.0,50.0,B12,Regular,3956.2324,R11
2009532.5,0.0,0.9,D,10.0,13.059198,41.0,58.0,B2,Regular,1403.0,R11
6013005.5,0.0,0.08,E,4.0,4.0,26.0,77.125854,B13,Regular,2715.0,R73
6052608.5,0.0,0.6521182,D,8.0,17.0,48.0,50.0,B12,Diesel,889.8849,R31
5107444.0,0.0,0.12,D,9.0,0.0,28.0,85.0,B12,Regular,909.8833,R82
5100923.0,0.0,0.43,E,7.0,3.0,58.0,50.0,B12,Diesel,8455.0,R11
7481.042,1.0,0.91,D,5.0,10.0,25.0,95.0,B3,Diesel,1959.3981,R93
4069998.5,0.0,0.5,E,4.0,4.0,56.0,50.0,B12,Regular,5449.0,R82
1068464.2,0.0,0.08,C,9.0,1.0,45.0,50.0,B12,Diesel,239.95605,R53
24769.812,0.0,0.65,E,5.0,15.0,60.0,50.0,B1,Regular,6162.766,R82
1184809.6,0.0,1.0,D,10.0,12.0,34.0,51.867435,B10,Diesel,1495.3002,R11
1140393.0,0.0,0.07,D,4.0,13.0,30.0,64.0,B4,Regular,2406.623,R52
106701.95,0.0,0.7021803,C,6.0,1.0,71.0,50.0,B2,Diesel,221.01756,R41
1157616.5,1.0,1.0,E,5.0,10.0,43.0,50.0,B3,Regular,3542.9602,R91
3131095.2,0.0,0.45,C,4.0,5.0,79.0,80.0,B6,Regular,195.90588,R72
3032135.2,0.0,0.49,D,7.0,11.0,26.0,100.0,B11,Diesel,1700.5883,R72
4186519.5,0.0,0.31,D,7.0,20.0,27.0,50.0,B2,Diesel,721.6286,R24
58027.785,0.0,0.13,C,4.0,0.0,64.0,50.0,B12,Regular,84.0,R91
4062347.2,0.0,0.52113444,A,6.0,14.0,23.0,122.95014,B13,Diesel,29.0,R24
1189786.9,0.0,0.07,C,6.0,10.0,39.0,67.0,B2,Diesel,295.0,R91
3122045.5,0.0,0.55,E,4.0,9.0,32.0,67.0,B2,Regular,3866.0,R82
4174296.5,0.0,0.18772079,B,5.0,15.0,37.0,100.0,B4,Regular,94.0,R82
6088792.5,0.0,0.66,C,8.0,4.0,61.0,50.0,B12,Regular,528.1051,R82
4170786.0,0.0,0.28,B,5.0,1.0,30.0,63.132008,B12,Diesel,82.1807,R93
1121811.0,0.0,0.7,B,6.0,14.0,65.0,51.0,B1,Regular,55.549107,R24
6054400.5,0.0,0.5,D,4.0,1.0,56.0,50.0,B12,Diesel,984.33685,R31
4064235.5,0.0,0.5,B,8.0,21.515398,67.0,50.0,B2,Diesel,53.0,R24
2059402.9,0.0,0.41,C,4.0,10.0,67.09053,90.0,B1,Regular,170.21007,R24
3254228.8,0.0,0.2,F,10.0,3.0,40.0,50.0,B12,Regular,27000.0,R11
2096779.0,0.0,0.07,E,4.0,2.0,65.0,50.0,B1,Regular,3727.61,R11
5065831.0,0.0,0.53,D,4.0,0.0,75.0,50.0,B12,Regular,828.52344,R93
4040809.2,0.0,1.0,A,7.0,9.0,77.0,50.0,B3,Diesel,32.013374,R52
1130973.8,0.0,0.08,B,4.0,3.0,47.0,76.0,B12,Regular,89.677605,R24
3032420.0,0.0,0.54,E,9.0,2.0,59.0,50.0,B5,Regular,3430.0,R11
1022715.3,0.0,0.47,C,6.0,4.0,40.0,50.0,B1,Regular,160.28278,R24
3174843.5,0.0,0.66,B,5.0,7.0,69.0,50.0,B4,Diesel,76.93547,R24
2271280.2,0.0,1.0,D,7.0,7.0,33.0,50.0,B3,Diesel,1483.6045,R41
2012966.0,0.0,1.0,C,10.0,13.0,44.0,50.0,B2,Regular,133.03056,R41
4039012.8,0.0,1.0,D,5.0,6.0,40.0,61.768192,B5,Regular,1328.3478,R31
117572.86,0.0,0.50706506,D,7.0,6.0,57.0,50.0,B3,Regular,1336.3292,R24
155892.83,0.0,1.0,A,7.0,10.0,30.0,50.0,B1,Regular,30.0,R53
1119140.0,0.0,0.83,E,5.0,6.0,51.0,50.0,B12,Diesel,3744.0,R93
5096373.5,0.0,0.07,C,6.0,2.0,58.0,50.0,B12,Diesel,214.0,R31
2130613.5,0.0,0.74,C,7.0,3.0,76.56447,50.0,B1,Regular,179.72656,R82
88547.33,0.0,0.53,C,6.0,6.0,26.0,95.0,B1,Regular,264.29132,R93
139110.05,0.0,0.54,E,5.0,8.0,41.0,90.0,B1,Regular,2340.8652,R93
4149018.0,0.0,0.36,E,5.0,3.0,23.0,100.51807,B12,Diesel,3317.0,R52
4141750.2,0.0,0.123475395,E,5.0,1.0,31.0,64.0,B2,Diesel,4462.98,R11
2129026.0,0.0,0.7,D,5.0,8.0,56.263977,50.0,B1,Diesel,1105.9373,R24
4181782.2,0.0,0.25,D,7.0,8.0,54.0,50.0,B1,Diesel,741.0,R11
2283164.0,0.0,0.45,F,7.0,1.0,33.0,61.02159,B12,Diesel,10156.0,R11
2067478.5,0.0,1.0,D,6.0,16.0,67.0,50.0,B3,Diesel,1219.1306,R53
2258452.5,0.0,1.0,A,7.0,11.9486,56.0,50.0,B1,Diesel,17.631989,R24
3111583.0,0.0,0.3123145,E,4.0,8.047562,57.0,80.0,B2,Diesel,4256.9634,R24
5103684.0,0.0,0.5,A,8.0,2.0,44.0,50.0,B12,Diesel,28.0,R11
4162064.0,0.0,0.38,E,6.0,11.531527,33.0,68.0,B12,Regular,4116.0,R93
4128619.0,0.0,0.95,E,7.0,21.0,48.0,76.0,B5,Diesel,4453.166,R93
2000540.8,0.0,0.06,E,4.0,22.0,75.0,50.0,B1,Regular,1182.0,R11
3233440.2,0.0,0.07,C,7.0,1.0,52.0,50.0,B3,Diesel,228.15292,R24
6103446.0,0.0,0.07,C,4.0,2.0,73.0,50.0,B12,Regular,149.0,R83
20692.043,1.0,0.46,E,4.0,2.0,36.0,50.0,B12,Regular,3317.0,R93
4042313.0,0.0,0.24,D,5.0,7.0,67.0,71.0,B2,Diesel,944.91833,R93
3084936.0,0.0,0.37,B,5.0,2.0,32.0,57.0,B3,Diesel,70.54823,R82
4159790.8,0.0,0.06,E,5.0,0.0,45.0,76.0,B12,Regular,9307.0,R11
3048592.8,0.0,0.06,A,4.0,6.0,28.0,53.0,B2,Regular,29.0,R22
1172.5226,1.0,0.87,A,10.0,12.0,41.0,50.0,B2,Diesel,46.0,R52
3157541.2,0.0,1.0,A,6.0,5.0,49.0,50.0,B1,Diesel,28.0,R24
4058656.8,0.0,0.46,B,6.0,11.0,25.0,85.0,B2,Regular,82.55647,R91
1014608.2,0.0,0.2566017,E,5.0,4.0,19.0,100.0,B3,Regular,9267.53,R82
130762.016,0.0,0.53,A,4.0,12.0,47.0,50.0,B1,Regular,33.0,R24
3108416.5,0.0,0.35,E,7.0,12.221822,49.0,50.0,B1,Regular,3692.209,R42
143123.47,0.0,1.0,D,15.0,10.0,57.0,50.0,B14,Regular,598.5014,R54
2153912.5,0.0,0.3998937,C,5.0,14.0,34.0,90.0,B2,Diesel,161.32973,R93
1145164.4,0.0,1.0,C,8.0,7.0,38.0,50.0,B3,Diesel,214.0,R52
1185808.4,0.0,0.35,E,7.0,10.0,37.0,54.0,B13,Regular,3317.0,R93
2055785.5,0.0,1.0,C,6.0,11.0,34.0,56.0,B13,Diesel,192.32683,R53
3174965.2,0.0,0.15,A,9.0,0.0,32.0,50.0,B12,Regular,47.925537,R91
3100775.0,0.0,1.0,E,6.0,11.0,19.0,95.0,B5,Regular,3744.0,R82
126820.164,0.0,0.3163165,F,5.0,3.0,37.0,50.0,B12,Regular,16153.68,R11
3038120.2,0.0,0.11,F,4.0,1.0,54.0,95.0,B12,Regular,27000.0,R11
4137370.0,0.0,0.49,C,7.0,2.0,49.0,50.0,B12,Regular,188.4647,R11
2125860.2,0.0,0.27,E,7.0,0.0,30.0,95.0,B12,Diesel,2974.1587,R93
2076399.1,1.0,0.08,E,6.0,4.0,22.0,85.0,B1,Regular,4839.1943,R11
3057070.8,0.0,1.0,A,15.0,17.0,38.0,50.0,B10,Diesel,21.0,R24
4033686.8,0.0,0.29607046,D,4.0,16.0,24.0,76.0,B3,Regular,881.44,R11
3250345.2,0.0,0.59,C,5.0,0.0,38.0,72.0,B12,Diesel,169.24196,R91
82666.68,0.0,0.67,D,7.0,4.0,70.0,50.0,B2,Regular,851.4897,R31
162372.75,0.0,1.0,D,7.0,28.12932,42.0,50.0,B2,Regular,721.0,R73
3176273.8,1.0,1.0,A,4.0,10.0,80.0,50.0,B1,Regular,13.0,R24
4074974.8,0.0,1.0,A,7.0,18.0,21.0,100.0,B2,Regular,23.210001,R24
3017518.2,0.0,1.0,D,6.0,10.0,44.0,50.0,B3,Regular,779.3595,R24
61821.66,0.0,0.45,F,9.0,1.0,56.0,50.0,B12,Diesel,9307.0,R11
2288453.2,0.0,0.12,C,4.0,10.0,42.0,50.0,B4,Regular,614.0,R73
3086065.5,0.0,0.21,C,12.0,2.0,63.07127,57.0,B12,Diesel,203.0,R72
1166568.1,0.0,1.0,C,6.0,15.0,44.0,57.0,B2,Diesel,562.2921,R31
1105191.8,0.0,0.06,C,4.0,3.0,71.0,54.0,B12,Regular,303.19305,R82
25160.832,0.0,1.0,D,6.0,2.0,61.0,50.0,B1,Regular,1326.0,R82
3036459.0,0.0,1.0,D,4.0,2.0,58.0,50.0,B2,Diesel,1394.7812,R31
5049116.0,0.0,0.5,D,7.0,4.0,57.0,50.0,B10,Diesel,412.88855,R72
3193645.5,0.0,0.73546165,E,6.0,10.0,81.42835,50.0,B1,Diesel,2718.2556,R93
6056766.0,0.0,0.1,C,6.0,1.0,73.0,50.0,B12,Regular,125.0,R91
5051926.5,0.0,0.08,E,4.0,1.0,26.0,175.73105,B3,Diesel,3007.7534,R74
4064081.8,0.0,0.54,E,7.0,2.0,43.0,50.0,B12,Regular,9880.749,R11
2016932.2,0.0,0.8998988,D,8.0,16.0,40.0,85.0,B1,Diesel,756.0583,R93
6104302.0,0.0,0.2,E,7.0,6.0,37.0,57.0,B12,Diesel,3657.0,R93
5100721.5,0.0,0.49,D,5.0,16.0,19.797157,103.95491,B3,Diesel,603.57587,R31
3046961.8,0.0,1.0,C,8.0,12.0,55.0,50.0,B10,Diesel,150.85712,R52
111904.055,0.0,0.47,F,4.0,12.0,59.0,83.95069,B2,Regular,27000.0,R11
139264.39,0.0,0.63494295,C,4.0,9.0,42.0,50.0,B5,Diesel,330.6634,R93
1094605.8,0.0,0.05,D,5.0,1.0,74.0,50.0,B12,Diesel,1323.0,R52
4042708.5,0.0,1.0,F,4.0,5.0,26.0,95.0,B1,Regular,27000.0,R11
3159896.8,0.0,0.59,C,7.0,3.0,57.0,50.0,B1,Regular,118.0,R24
2117333.0,0.0,1.0,E,6.0,16.0,61.0,60.0,B2,Regular,3688.0,R82
43993.062,0.0,1.0,D,10.0,16.0,32.0,50.0,B1,Diesel,764.36444,R24
3172497.2,0.0,0.68,D,7.0,12.354636,46.0,50.0,B3,Diesel,1403.0,R82
5024048.5,0.0,0.54,B,7.0,1.492323,30.0,95.0,B12,Diesel,73.14873,R31
2113387.0,0.0,0.49,E,9.0,12.0,27.0,125.0,B1,Diesel,3385.9507,R41
3041174.0,0.0,0.75,E,6.0,6.0,44.0,57.0,B1,Regular,5449.4805,R11
3118059.2,0.0,0.49,C,7.0,7.0,28.0,72.0,B2,Diesel,150.16643,R24
4123976.2,0.0,0.09,C,6.0,9.0,30.0,57.0,B3,Diesel,176.61028,R24
1118827.5,0.0,1.0,D,5.0,10.0,31.0,90.0,B2,Diesel,824.0,R24
5038947.0,0.0,1.0,C,10.0,3.0,50.0,50.0,B12,Diesel,155.0077,R24
2269775.0,0.0,1.0,E,5.0,2.0,75.0,50.0,B2,Regular,4128.0,R83
4022390.0,1.0,0.30175123,B,9.0,9.0,24.0,80.0,B3,Regular,60.342358,R11
2282845.0,0.0,1.0,C,9.0,12.0,25.0,68.240555,B6,Regular,234.55449,R53
4019915.2,0.0,1.0,D,7.0,12.0,73.0,50.0,B2,Regular,642.18866,R52
2283762.2,0.0,0.04,A,8.0,10.0,31.0,100.0,B3,Diesel,26.0,R24
3247441.0,0.0,0.48,E,4.0,5.0,33.0,62.0,B5,Regular,3342.7273,R11
4168171.5,0.0,0.89,E,4.0,0.0,44.0,58.94806,B12,Diesel,3963.0,R11
1116313.1,1.0,0.01,A,6.0,15.0,23.0,90.0,B2,Regular,26.0,R82
5060045.5,0.0,1.0,E,5.0,5.0,75.58355,50.0,B1,Regular,3376.9343,R82
1187435.0,1.0,1.0,E,4.0,12.0,31.0,122.63368,B1,Regular,1971.6005,R52
1136759.6,0.0,0.5780701,D,10.0,9.0,31.0,54.0,B2,Regular,554.1929,R24
5017922.5,0.0,0.29,F,7.0,5.0,61.0,60.0,B2,Regular,27000.0,R11
3199539.2,0.0,1.0,A,4.0,17.0,30.0,54.0,B4,Diesel,34.114407,R24
5015496.0,0.0,0.48,C,6.0,3.0,46.0,60.0,B3,Diesel,134.31401,R73
4072847.2,0.0,0.15,A,4.0,2.0,75.0,50.0,B12,Diesel,42.0,R31
5078470.5,0.0,0.4,E,4.0,1.0,22.0,100.0,B12,Regular,2472.1743,R93
112817.47,0.0,0.44202054,C,5.0,9.0,41.0,50.0,B2,Diesel,148.76546,R73
4139762.8,0.0,0.08,E,6.0,3.0,47.0,52.0,B2,Regular,5449.0,R82
1025756.0,1.0,0.08,D,4.0,0.0,23.70623,104.50501,B1,Diesel,1408.0,R73
70079.66,0.0,0.46,A,7.0,14.0,19.0,90.73595,B3,Diesel,26.0,R24
3070521.0,0.0,0.03,A,5.0,8.0,80.97686,50.0,B4,Diesel,25.650118,R74
3126151.8,0.0,0.42,A,7.0,2.0,44.0,50.0,B3,Diesel,42.420967,R24
5087888.0,0.0,0.12621917,C,11.0,2.0,45.25025,50.0,B12,Diesel,230.56384,R91
4051049.2,0.0,0.2,C,10.0,2.0,57.0,64.0,B3,Diesel,503.9724,R73
4178294.2,0.0,1.0,C,7.0,7.0,55.0,50.0,B12,Regular,204.82196,R53
1036655.56,0.0,0.12,E,6.0,4.0,23.0,80.0,B5,Regular,3708.0,R52
6015695.0,0.0,0.47776237,D,4.0,19.0,55.0,72.0,B5,Regular,1024.2831,R52
4134081.8,0.0,1.0,B,5.0,16.0,51.0,50.0,B2,Regular,88.12161,R52
6110822.5,0.0,0.0027383934,C,7.0,7.0,71.0,50.0,B12,Diesel,213.50584,R93
2130232.0,0.0,0.46,C,8.0,16.0,31.0,95.0,B2,Regular,183.50972,R72
2231596.5,0.0,0.24,E,10.0,31.690922,26.0,72.0,B14,Diesel,2642.5015,R72
1173590.4,0.0,0.06,D,7.0,9.0,58.0,50.0,B10,Diesel,857.2471,R72
136558.0,0.0,1.0,D,7.0,0.0,50.0,50.0,B12,Diesel,747.7374,R82
170144.31,0.0,1.0,B,7.0,7.0,47.0,50.0,B1,Diesel,77.5843,R53
3182683.0,0.0,0.01,D,4.0,9.0,62.217793,50.0,B12,Regular,983.0,R82
66391.99,0.0,0.5,C,5.0,11.0,41.0,64.0,B4,Regular,134.81136,R24
4034562.5,0.0,0.99,E,5.0,21.0,30.0,90.0,B2,Regular,3301.0,R24
174194.25,0.0,0.21081091,D,5.0,0.0,31.0,111.046616,B12,Regular,741.0,R93
6111230.0,0.0,0.44506338,D,10.0,5.0,38.0,76.0,B12,Regular,1164.2881,R31
139024.16,0.0,0.31,C,4.0,2.0,30.0,60.0,B12,Regular,211.3983,R91
4168383.0,0.0,0.33,C,5.0,1.0,42.0,50.0,B2,Diesel,300.3289,R73
3077910.2,0.0,1.0,B,5.0,4.0,66.0,72.0,B2,Diesel,46.176605,R24
1172310.4,0.0,1.0,C,8.0,11.0,61.0,50.0,B1,Diesel,405.0,R31
4005397.8,0.0,0.08,F,6.0,10.0,27.0,50.0,B1,Diesel,27000.0,R11
3043287.2,0.0,0.03,B,8.0,20.00201,52.0,50.0,B1,Diesel,85.646034,R93
3082769.2,0.0,1.0,D,7.0,4.0,42.0,50.0,B2,Regular,460.0241,R91
110015.74,0.0,0.63,B,4.0,5.0,39.0,68.0,B3,Diesel,78.919174,R24
1152316.1,0.0,1.0,A,6.0,16.0,72.0,50.0,B1,Diesel,51.0,R24
3169393.5,0.0,0.05,E,5.0,2.0,49.0,50.0,B3,Diesel,3118.3237,R93
1024703.3,0.0,1.0,C,8.0,12.0,64.0,50.0,B2,Regular,100.47578,R53
2037110.0,1.0,1.0,D,11.0,3.0,52.0,50.0,B12,Regular,470.48688,R93
44062.438,0.0,0.26,A,6.0,15.0,44.0,64.0,B2,Diesel,17.0,R82
70678.13,0.0,1.0,D,11.0,2.0,51.0,50.0,B2,Regular,1823.8008,R11
3101486.5,0.0,0.07,B,6.0,14.0,35.0,95.0,B2,Diesel,50.35552,R82
4083562.2,0.0,1.0,E,14.859597,10.0,47.0,76.0,B10,Regular,4116.0,R93
3004352.8,0.0,0.47,C,7.0,4.0,58.0,50.0,B3,Diesel,120.489586,R24
2112779.2,0.0,0.11,E,10.0,0.0,46.0,53.0,B13,Diesel,4178.865,R54
6033747.0,0.0,0.36,A,4.0,2.0,49.0,52.0,B12,Regular,26.0,R43
3046817.8,0.0,0.4908439,E,7.0,11.0,27.0,100.0,B6,Regular,4079.3625,R53
5021093.5,0.0,1.0,E,7.0,6.0,53.0,50.0,B12,Regular,4163.7573,R91
4013835.2,0.0,1.0,A,6.0,10.0,31.0,50.0,B1,Diesel,27.0,R24
2138505.0,0.0,1.0,D,5.0,3.0,83.58019,50.0,B1,Diesel,626.38715,R24
3103055.5,0.0,0.23,A,7.0,0.0,24.0,71.259964,B12,Diesel,33.0,R72
3135490.2,0.0,0.49,C,5.0,15.0,75.73279,50.0,B6,Regular,137.76657,R52
4137433.5,0.0,0.02,A,4.0,21.0,30.0,72.0,B1,Diesel,38.227867,R94
2273733.5,0.0,0.5,E,7.0,8.0,24.0,64.0,B2,Regular,4069.2446,R11
4183211.2,0.0,0.49,C,8.0,0.0,57.0,50.0,B12,Regular,222.0,R11
42121.94,1.0,0.5559676,D,10.0,0.0,63.0,50.0,B12,Diesel,1313.0,R82
2258069.0,0.0,1.0,D,4.0,4.0,52.0,69.4821,B1,Diesel,2046.7717,R93
2197986.0,0.0,0.41,E,5.0,10.0,25.0,72.0,B1,Regular,4762.0,R11
6102693.0,0.0,0.11194013,B,9.0,0.0,74.0,50.0,B12,Regular,74.88004,R93
2092813.0,0.0,1.0,C,4.0,2.0,84.77711,50.0,B2,Regular,155.0,R72
6087959.0,0.0,0.39,E,15.0,0.0,51.588406,76.0,B12,Diesel,17140.0,R11
3244415.5,0.0,0.36,C,7.0,2.0,25.0,90.0,B3,Diesel,233.10925,R23
4181910.8,0.0,0.42,F,4.0,0.0,47.0,68.0,B2,Diesel,27000.0,R11
5063158.5,0.0,0.63,E,8.0,0.0,45.0,50.0,B12,Regular,15690.471,R93
3193217.0,0.0,0.19,D,10.0,10.0,53.0,50.0,B6,Diesel,1329.0,R31
1175638.6,0.0,0.24,C,6.0,7.0,48.0,50.0,B11,Diesel,197.68759,R52
1147292.4,0.0,0.49,B,5.0,2.0,66.0,50.0,B2,Diesel,71.0,R52
4181069.2,0.0,0.5390224,C,4.0,3.0,69.0,67.0,B12,Diesel,252.0,R24
2224260.2,0.0,0.08,E,6.0,12.0,34.0,90.0,B2,Regular,4538.879,R72
103594.14,0.0,1.0,C,4.0,15.0,32.0,72.0,B3,Diesel,310.62268,R31
1124616.0,0.0,0.08,E,7.0,0.0,54.0,76.0,B12,Diesel,4169.9443,R52
50981.47,0.0,0.08,A,11.0,17.0,46.0,50.0,B11,Diesel,31.0,R72
84272.8,1.0,1.0,C,7.0,22.0,38.0,100.0,B2,Diesel,440.70828,R72
2263590.2,0.0,1.8952813,C,7.0,14.0,37.0,50.0,B2,Diesel,133.0,R25
3057602.0,0.0,0.33,E,4.0,1.0,26.0,90.0,B12,Diesel,4348.0,R93
2129961.8,0.0,0.37,A,5.0,4.0,37.0,50.0,B2,Regular,16.0,R24
2287180.8,0.0,0.24,E,10.0,8.0,42.0,50.0,B13,Diesel,4688.823,R93
2013022.9,0.0,0.21064477,C,5.0,13.0,19.85609,90.0,B1,Diesel,382.1136,R24
39692.855,0.0,1.0,C,7.0,1.0,62.0,50.0,B3,Diesel,246.39278,R11
2269504.5,0.0,1.0,C,11.306871,9.0,37.0,50.0,B13,Regular,212.20215,R31
2057298.0,0.0,0.19,A,8.0,16.0,51.0,76.0,B3,Regular,14.0,R24
3141216.8,0.0,0.44,C,4.0,0.0,35.0,57.0,B1,Diesel,598.5615,R11
3096539.2,0.0,0.05,C,10.0,3.0,34.0,50.0,B11,Regular,329.07413,R53
2193490.0,0.0,1.0,C,7.0,7.0,53.0,50.0,B2,Diesel,443.63544,R53
